order_item_id,order_id,product_id,quantity,unit_price
ITEM00585,ORD0196,PROD044,1,188.88
ITEM00586,ORD0196,PROD014,1,19.37
ITEM00587,ORD0196,PROD028,3,350.04
ITEM00588,ORD0197,PROD095,3,320.58
ITEM00589,ORD0197,PROD064,1,451.82
ITEM00590,ORD0197,PROD063,1,90
ITEM00591,ORD0198,PROD081,3,282.73
ITEM00592,ORD0198,PROD075,3,115.77
ITEM00593,ORD0198,PROD020,3,274.4
ITEM00594,ORD0198,PROD044,3,188.88
ITEM00595,ORD0198,PROD081,2,282.73
ITEM00596,ORD0199,PROD043,1,135.82
ITEM00597,ORD0199,PROD064,2,451.82
ITEM00598,ORD0199,PROD047,3,460.76
ITEM00599,ORD0199,PROD030,1,396.29
ITEM00600,ORD0199,PROD056,1,448.98
ITEM00601,ORD0200,PROD034,3,401.61
ITEM00602,ORD0200,PROD076,2,475.44
ITEM00603,ORD0200,PROD051,2,449.85
ITEM00604,ORD0200,PROD090,1,123.96
ITEM00605,ORD0200,PROD044,3,188.88
ITEM00606,ORD0201,PROD013,1,365.14
ITEM00607,ORD0201,PROD025,3,258.51
ITEM00608,ORD0201,PROD041,2,118.75
ITEM00609,ORD0202,PROD002,2,341.41
ITEM00610,ORD0202,PROD090,1,123.96
ITEM00611,ORD0202,PROD087,3,229.78
ITEM00612,ORD0202,PROD091,2,297.48
ITEM00613,ORD0202,PROD057,1,407.26
ITEM00614,ORD0203,PROD090,2,123.96
ITEM00615,ORD0203,PROD053,3,445.88
ITEM00616,ORD0203,PROD063,1,90
ITEM00617,ORD0203,PROD068,2,90.71
ITEM00618,ORD0203,PROD021,2,392.49
ITEM00619,ORD0204,PROD021,1,392.49
ITEM00620,ORD0204,PROD011,1,400.25
ITEM00621,ORD0204,PROD039,3,364.01
ITEM00622,ORD0204,PROD038,1,134.01
ITEM00623,ORD0205,PROD048,2,487.91
ITEM00624,ORD0206,PROD078,3,306
ITEM00625,ORD0206,PROD063,2,90
ITEM00626,ORD0206,PROD066,3,453.16
ITEM00627,ORD0206,PROD003,3,89.67
ITEM00628,ORD0206,PROD064,1,451.82
ITEM00629,ORD0207,PROD047,3,460.76
ITEM00630,ORD0207,PROD097,3,444.23
ITEM00631,ORD0207,PROD015,2,55.08
ITEM00632,ORD0208,PROD078,2,306
ITEM00633,ORD0208,PROD049,1,340.63
ITEM00634,ORD0208,PROD093,3,139
ITEM00635,ORD0208,PROD034,2,401.61
ITEM00636,ORD0208,PROD073,3,106.48
ITEM00637,ORD0209,PROD098,1,9.26
ITEM00638,ORD0209,PROD083,1,28.62
ITEM00639,ORD0209,PROD060,2,393
ITEM00640,ORD0209,PROD057,3,407.26
ITEM00641,ORD0210,PROD015,3,55.08
ITEM00642,ORD0211,PROD084,3,283.77
ITEM00643,ORD0211,PROD086,3,22.62
ITEM00644,ORD0211,PROD006,1,350.62
ITEM00645,ORD0212,PROD064,3,451.82
ITEM00646,ORD0213,PROD049,1,340.63
ITEM00647,ORD0213,PROD031,3,270.06
ITEM00648,ORD0214,PROD100,2,96.69
ITEM00649,ORD0214,PROD042,3,328.86
ITEM00650,ORD0214,PROD072,3,107.57
ITEM00651,ORD0214,PROD015,2,55.08
ITEM00652,ORD0214,PROD016,2,346.36
ITEM00653,ORD0215,PROD071,2,257.65
ITEM00654,ORD0215,PROD027,1,430.3
ITEM00655,ORD0215,PROD003,1,89.67
ITEM00656,ORD0216,PROD055,1,392.92
ITEM00657,ORD0216,PROD091,2,297.48
ITEM00658,ORD0217,PROD035,3,229.14
ITEM00659,ORD0218,PROD052,3,33.15
ITEM00660,ORD0218,PROD033,2,445.76
ITEM00661,ORD0218,PROD032,2,341.69
ITEM00662,ORD0219,PROD066,1,453.16
ITEM00663,ORD0219,PROD079,2,289.07
ITEM00664,ORD0219,PROD023,2,92.48
ITEM00665,ORD0219,PROD089,3,57.19
ITEM00666,ORD0219,PROD057,1,407.26
ITEM00667,ORD0220,PROD047,2,460.76
ITEM00668,ORD0220,PROD092,3,302.65
ITEM00669,ORD0221,PROD046,3,408.63
ITEM00670,ORD0221,PROD028,3,350.04
ITEM00671,ORD0221,PROD055,3,392.92
ITEM00672,ORD0222,PROD095,2,320.58
ITEM00673,ORD0222,PROD062,1,225.11
ITEM00674,ORD0222,PROD087,2,229.78
ITEM00675,ORD0222,PROD023,2,92.48
ITEM00676,ORD0223,PROD024,3,150.04
ITEM00677,ORD0223,PROD096,3,9.45
ITEM00678,ORD0223,PROD083,1,28.62
ITEM00679,ORD0224,PROD004,2,311.24
ITEM00680,ORD0224,PROD006,2,350.62
ITEM00681,ORD0224,PROD014,1,19.37
ITEM00682,ORD0225,PROD094,1,287.31
ITEM00683,ORD0225,PROD015,3,55.08
ITEM00684,ORD0225,PROD038,3,134.01
ITEM00685,ORD0225,PROD097,1,444.23
ITEM00686,ORD0225,PROD034,1,401.61
ITEM00687,ORD0226,PROD061,1,279.96
ITEM00688,ORD0227,PROD071,1,257.65
ITEM00689,ORD0227,PROD005,1,233.35
ITEM00690,ORD0227,PROD039,1,364.01
ITEM00691,ORD0227,PROD034,1,401.61
ITEM00692,ORD0228,PROD031,2,270.06
ITEM00693,ORD0228,PROD070,2,82.24
ITEM00694,ORD0228,PROD003,2,89.67
ITEM00695,ORD0229,PROD074,1,217.6
ITEM00696,ORD0230,PROD079,3,289.07
ITEM00697,ORD0230,PROD029,2,323.81
ITEM00698,ORD0230,PROD093,2,139
ITEM00699,ORD0230,PROD035,3,229.14
ITEM00700,ORD0230,PROD048,2,487.91
ITEM00701,ORD0231,PROD006,1,350.62
ITEM00702,ORD0231,PROD055,1,392.92
ITEM00703,ORD0231,PROD044,1,188.88
ITEM00704,ORD0231,PROD039,2,364.01
ITEM00705,ORD0231,PROD041,1,118.75
ITEM00706,ORD0232,PROD066,3,453.16
ITEM00707,ORD0232,PROD032,1,341.69
ITEM00708,ORD0233,PROD055,3,392.92
ITEM00709,ORD0233,PROD053,3,445.88
ITEM00710,ORD0233,PROD022,1,10.56
ITEM00711,ORD0233,PROD006,3,350.62
ITEM00712,ORD0234,PROD081,2,282.73
ITEM00713,ORD0234,PROD049,2,340.63
ITEM00714,ORD0234,PROD042,3,328.86
ITEM00715,ORD0234,PROD056,1,448.98
ITEM00716,ORD0235,PROD010,2,175.56
ITEM00717,ORD0235,PROD098,2,9.26
ITEM00718,ORD0235,PROD025,3,258.51
ITEM00719,ORD0235,PROD037,1,447.1
ITEM00720,ORD0235,PROD044,3,188.88
ITEM00721,ORD0236,PROD084,2,283.77
ITEM00722,ORD0236,PROD023,1,92.48
ITEM00723,ORD0236,PROD078,3,306
ITEM00724,ORD0236,PROD081,2,282.73
ITEM00725,ORD0237,PROD085,1,459.67
ITEM00726,ORD0237,PROD022,3,10.56
ITEM00727,ORD0237,PROD060,3,393
ITEM00728,ORD0238,PROD003,3,89.67
ITEM00729,ORD0238,PROD067,3,319.06
ITEM00730,ORD0238,PROD028,3,350.04
ITEM00731,ORD0238,PROD003,2,89.67
ITEM00732,ORD0239,PROD053,2,445.88
ITEM00733,ORD0239,PROD034,3,401.61
ITEM00734,ORD0240,PROD056,1,448.98
ITEM00735,ORD0240,PROD083,2,28.62
ITEM00736,ORD0240,PROD028,3,350.04
ITEM00737,ORD0241,PROD054,3,413.64
ITEM00738,ORD0241,PROD058,3,196.7
ITEM00739,ORD0241,PROD043,2,135.82
ITEM00740,ORD0241,PROD052,2,33.15
ITEM00741,ORD0241,PROD035,1,229.14
ITEM00742,ORD0242,PROD003,2,89.67
ITEM00743,ORD0242,PROD020,1,274.4
ITEM00744,ORD0242,PROD002,2,341.41
ITEM00745,ORD0242,PROD095,1,320.58
ITEM00746,ORD0242,PROD001,2,103.41
ITEM00747,ORD0243,PROD022,1,10.56
ITEM00748,ORD0243,PROD051,3,449.85
ITEM00749,ORD0243,PROD057,3,407.26
ITEM00750,ORD0243,PROD070,1,82.24
ITEM00751,ORD0244,PROD092,3,302.65
ITEM00752,ORD0244,PROD079,3,289.07
ITEM00753,ORD0244,PROD063,1,90
ITEM00754,ORD0244,PROD076,1,475.44
ITEM00755,ORD0244,PROD064,1,451.82
ITEM00756,ORD0245,PROD060,1,393
ITEM00757,ORD0246,PROD063,2,90
ITEM00758,ORD0247,PROD008,3,266.96
ITEM00759,ORD0247,PROD047,2,460.76
ITEM00760,ORD0247,PROD066,2,453.16
ITEM00761,ORD0247,PROD095,2,320.58
ITEM00762,ORD0248,PROD080,2,141.22
ITEM00763,ORD0248,PROD012,3,211.52
ITEM00764,ORD0249,PROD018,3,499.09
ITEM00765,ORD0249,PROD099,3,224.24
ITEM00766,ORD0249,PROD073,3,106.48
ITEM00767,ORD0249,PROD075,2,115.77
ITEM00768,ORD0250,PROD033,1,445.76
ITEM00769,ORD0251,PROD008,2,266.96
ITEM00770,ORD0251,PROD084,3,283.77
ITEM00771,ORD0251,PROD068,2,90.71
ITEM00772,ORD0252,PROD027,2,430.3
ITEM00773,ORD0253,PROD066,3,453.16
ITEM00774,ORD0253,PROD021,3,392.49
ITEM00775,ORD0254,PROD035,3,229.14
ITEM00776,ORD0254,PROD020,1,274.4
ITEM00777,ORD0254,PROD051,3,449.85
ITEM00778,ORD0254,PROD068,3,90.71
ITEM00779,ORD0255,PROD091,2,297.48
ITEM00780,ORD0255,PROD068,1,90.71
ITEM00781,ORD0255,PROD080,3,141.22
ITEM00782,ORD0255,PROD002,1,341.41
ITEM00783,ORD0256,PROD028,3,350.04
ITEM00784,ORD0256,PROD053,3,445.88
ITEM00785,ORD0256,PROD079,1,289.07
ITEM00786,ORD0256,PROD087,1,229.78
ITEM00787,ORD0257,PROD034,1,401.61
ITEM00788,ORD0257,PROD092,2,302.65
ITEM00789,ORD0257,PROD030,2,396.29
ITEM00790,ORD0257,PROD057,3,407.26
ITEM00791,ORD0257,PROD066,1,453.16
ITEM00792,ORD0258,PROD085,1,459.67
ITEM00793,ORD0258,PROD062,3,225.11
ITEM00794,ORD0259,PROD026,2,334.71
ITEM00795,ORD0259,PROD048,1,487.91
ITEM00796,ORD0259,PROD014,1,19.37
ITEM00797,ORD0260,PROD015,1,55.08
ITEM00798,ORD0260,PROD004,1,311.24
ITEM00799,ORD0260,PROD049,3,340.63
ITEM00800,ORD0261,PROD053,3,445.88
ITEM00801,ORD0261,PROD070,3,82.24
ITEM00802,ORD0261,PROD010,1,175.56
ITEM00803,ORD0261,PROD033,3,445.76
ITEM00804,ORD0262,PROD012,1,211.52
ITEM00805,ORD0262,PROD001,2,103.41
ITEM00806,ORD0262,PROD012,1,211.52
ITEM00807,ORD0262,PROD042,1,328.86
ITEM00808,ORD0262,PROD048,2,487.91
ITEM00809,ORD0263,PROD011,1,400.25
ITEM00810,ORD0264,PROD034,3,401.61
ITEM00811,ORD0264,PROD074,2,217.6
ITEM00812,ORD0264,PROD011,2,400.25
ITEM00813,ORD0264,PROD025,2,258.51
ITEM00814,ORD0265,PROD007,1,230.23
ITEM00815,ORD0265,PROD064,1,451.82
ITEM00816,ORD0266,PROD033,2,445.76
ITEM00817,ORD0266,PROD082,3,99.33
ITEM00818,ORD0266,PROD034,2,401.61
ITEM00819,ORD0266,PROD028,1,350.04
ITEM00820,ORD0266,PROD007,1,230.23
ITEM00821,ORD0267,PROD027,3,430.3
ITEM00822,ORD0267,PROD062,3,225.11
ITEM00823,ORD0267,PROD099,2,224.24
ITEM00824,ORD0267,PROD093,1,139
ITEM00825,ORD0267,PROD012,3,211.52
ITEM00826,ORD0268,PROD015,1,55.08
ITEM00827,ORD0269,PROD079,3,289.07
ITEM00828,ORD0269,PROD089,1,57.19
ITEM00829,ORD0269,PROD022,1,10.56
ITEM00830,ORD0269,PROD010,2,175.56
ITEM00831,ORD0269,PROD008,3,266.96
ITEM00832,ORD0270,PROD002,3,341.41
ITEM00833,ORD0270,PROD039,2,364.01
ITEM00834,ORD0271,PROD099,2,224.24
ITEM00835,ORD0272,PROD032,2,341.69
ITEM00836,ORD0272,PROD005,3,233.35
ITEM00837,ORD0272,PROD038,3,134.01
ITEM00838,ORD0273,PROD068,2,90.71
ITEM00839,ORD0273,PROD041,1,118.75
ITEM00840,ORD0274,PROD008,1,266.96
ITEM00841,ORD0274,PROD083,2,28.62
ITEM00842,ORD0274,PROD082,3,99.33
ITEM00843,ORD0274,PROD068,2,90.71
ITEM00844,ORD0274,PROD093,3,139
ITEM00845,ORD0275,PROD056,2,448.98
ITEM00846,ORD0275,PROD069,2,391.31
ITEM00847,ORD0275,PROD016,3,346.36
ITEM00848,ORD0276,PROD055,2,392.92
ITEM00849,ORD0277,PROD099,2,224.24
ITEM00850,ORD0277,PROD011,3,400.25
ITEM00851,ORD0277,PROD064,1,451.82
ITEM00852,ORD0277,PROD079,2,289.07
ITEM00853,ORD0277,PROD007,1,230.23
ITEM00854,ORD0278,PROD008,2,266.96
ITEM00855,ORD0278,PROD024,3,150.04
ITEM00856,ORD0278,PROD085,1,459.67
ITEM00857,ORD0278,PROD041,3,118.75
ITEM00858,ORD0278,PROD054,3,413.64
ITEM00859,ORD0279,PROD017,1,76.22
ITEM00860,ORD0279,PROD049,2,340.63
ITEM00861,ORD0280,PROD069,3,391.31
ITEM00862,ORD0280,PROD039,1,364.01
ITEM00863,ORD0280,PROD021,2,392.49
ITEM00864,ORD0281,PROD030,3,396.29
ITEM00865,ORD0282,PROD014,1,19.37
ITEM00866,ORD0282,PROD010,1,175.56
ITEM00867,ORD0282,PROD012,1,211.52
ITEM00868,ORD0282,PROD076,3,475.44
ITEM00869,ORD0283,PROD031,2,270.06
ITEM00870,ORD0283,PROD095,2,320.58
ITEM00871,ORD0283,PROD005,1,233.35
ITEM00872,ORD0283,PROD047,3,460.76
ITEM00873,ORD0283,PROD034,1,401.61
ITEM00874,ORD0284,PROD008,3,266.96
ITEM00875,ORD0284,PROD019,3,155.52
ITEM00876,ORD0284,PROD046,2,408.63
ITEM00877,ORD0285,PROD024,1,150.04
ITEM00878,ORD0285,PROD026,1,334.71
ITEM00879,ORD0285,PROD056,2,448.98
ITEM00880,ORD0286,PROD078,2,306
ITEM00881,ORD0287,PROD073,3,106.48
ITEM00882,ORD0287,PROD096,2,9.45
ITEM00883,ORD0287,PROD046,1,408.63
ITEM00884,ORD0287,PROD087,3,229.78
ITEM00885,ORD0287,PROD029,2,323.81
ITEM00886,ORD0288,PROD055,2,392.92
ITEM00887,ORD0288,PROD043,2,135.82
ITEM00888,ORD0289,PROD034,3,401.61
ITEM00889,ORD0289,PROD001,3,103.41
ITEM00890,ORD0289,PROD055,3,392.92
ITEM00891,ORD0290,PROD028,1,350.04
ITEM00892,ORD0290,PROD012,1,211.52
ITEM00893,ORD0290,PROD024,1,150.04
ITEM00894,ORD0291,PROD072,3,107.57
ITEM00895,ORD0292,PROD012,3,211.52
ITEM00896,ORD0293,PROD052,2,33.15
ITEM00897,ORD0294,PROD059,2,214.74
ITEM00898,ORD0294,PROD098,2,9.26
ITEM00899,ORD0294,PROD094,2,287.31
ITEM00900,ORD0295,PROD053,1,445.88
ITEM00901,ORD0295,PROD093,2,139
ITEM00902,ORD0295,PROD089,3,57.19
ITEM00903,ORD0296,PROD098,2,9.26
ITEM00904,ORD0296,PROD073,1,106.48
ITEM00905,ORD0296,PROD008,2,266.96
ITEM00906,ORD0297,PROD069,1,391.31
ITEM00907,ORD0298,PROD074,3,217.6
ITEM00908,ORD0299,PROD013,2,365.14
ITEM00909,ORD0299,PROD096,2,9.45
ITEM00910,ORD0299,PROD033,3,445.76
ITEM00911,ORD0299,PROD081,3,282.73
ITEM00912,ORD0300,PROD077,2,456.8
ITEM00913,ORD0300,PROD075,3,115.77
ITEM00914,ORD0301,PROD085,3,459.67
ITEM00915,ORD0301,PROD092,1,302.65
ITEM00916,ORD0301,PROD042,1,328.86
ITEM00917,ORD0302,PROD094,3,287.31
ITEM00918,ORD0303,PROD027,2,430.3
ITEM00919,ORD0303,PROD096,1,9.45
ITEM00920,ORD0303,PROD095,3,320.58
ITEM00921,ORD0304,PROD006,2,350.62
ITEM00922,ORD0305,PROD042,2,328.86
ITEM00923,ORD0306,PROD013,1,365.14
ITEM00924,ORD0306,PROD083,3,28.62
ITEM00925,ORD0306,PROD050,1,58.61
ITEM00926,ORD0306,PROD062,1,225.11
ITEM00927,ORD0306,PROD062,2,225.11
ITEM00928,ORD0307,PROD100,2,96.69
ITEM00929,ORD0308,PROD050,3,58.61
ITEM00930,ORD0308,PROD045,3,415.12
ITEM00931,ORD0308,PROD043,3,135.82
ITEM00932,ORD0308,PROD009,2,403.6
ITEM00933,ORD0309,PROD064,2,451.82
ITEM00934,ORD0309,PROD034,1,401.61
ITEM00935,ORD0309,PROD023,1,92.48
ITEM00936,ORD0309,PROD055,3,392.92
ITEM00937,ORD0309,PROD068,2,90.71
ITEM00938,ORD0310,PROD073,1,106.48
ITEM00939,ORD0310,PROD072,1,107.57
ITEM00940,ORD0310,PROD088,3,446.41
ITEM00941,ORD0311,PROD063,2,90
ITEM00942,ORD0311,PROD056,3,448.98
ITEM00943,ORD0312,PROD078,1,306
ITEM00944,ORD0312,PROD056,2,448.98
ITEM00945,ORD0312,PROD074,2,217.6
ITEM00946,ORD0312,PROD071,3,257.65
ITEM00947,ORD0313,PROD014,3,19.37
ITEM00948,ORD0314,PROD031,1,270.06
ITEM00949,ORD0314,PROD094,2,287.31
ITEM00950,ORD0314,PROD048,2,487.91
ITEM00951,ORD0314,PROD069,3,391.31
ITEM00952,ORD0314,PROD022,1,10.56
ITEM00953,ORD0315,PROD032,2,341.69
ITEM00954,ORD0315,PROD096,3,9.45
ITEM00955,ORD0315,PROD094,2,287.31
ITEM00956,ORD0315,PROD043,2,135.82
ITEM00957,ORD0316,PROD079,3,289.07
ITEM00958,ORD0316,PROD081,1,282.73
ITEM00959,ORD0316,PROD048,2,487.91
ITEM00960,ORD0316,PROD066,1,453.16
ITEM00961,ORD0317,PROD034,2,401.61
ITEM00962,ORD0317,PROD061,3,279.96
ITEM00963,ORD0317,PROD085,2,459.67
ITEM00964,ORD0318,PROD080,1,141.22
ITEM00965,ORD0319,PROD084,2,283.77
ITEM00966,ORD0319,PROD081,1,282.73
ITEM00967,ORD0320,PROD057,1,407.26
ITEM00968,ORD0320,PROD044,2,188.88
ITEM00969,ORD0321,PROD036,2,163.16
ITEM00970,ORD0321,PROD001,2,103.41
ITEM00971,ORD0322,PROD094,3,287.31
ITEM00972,ORD0322,PROD093,1,139
ITEM00973,ORD0322,PROD054,3,413.64
ITEM00974,ORD0322,PROD083,1,28.62
ITEM00975,ORD0322,PROD017,1,76.22
ITEM00976,ORD0323,PROD023,2,92.48
ITEM00977,ORD0323,PROD041,1,118.75
ITEM00978,ORD0323,PROD045,3,415.12
ITEM00979,ORD0323,PROD053,1,445.88
ITEM00980,ORD0324,PROD029,2,323.81
ITEM00981,ORD0324,PROD035,1,229.14
ITEM00982,ORD0324,PROD051,2,449.85
ITEM00983,ORD0324,PROD005,1,233.35
ITEM00984,ORD0325,PROD097,1,444.23
ITEM00985,ORD0325,PROD072,1,107.57
ITEM00986,ORD0326,PROD022,1,10.56
ITEM00987,ORD0326,PROD001,2,103.41
ITEM00988,ORD0326,PROD024,3,150.04
ITEM00989,ORD0326,PROD030,2,396.29
ITEM00990,ORD0326,PROD072,2,107.57
ITEM00991,ORD0327,PROD056,1,448.98
ITEM00992,ORD0327,PROD034,3,401.61
ITEM00993,ORD0327,PROD048,1,487.91
ITEM00994,ORD0327,PROD023,2,92.48
ITEM00995,ORD0327,PROD070,3,82.24
ITEM00996,ORD0328,PROD096,3,9.45
ITEM00997,ORD0328,PROD091,2,297.48
ITEM00998,ORD0328,PROD010,3,175.56
ITEM00999,ORD0328,PROD092,2,302.65
ITEM01000,ORD0328,PROD012,2,211.52
ITEM01001,ORD0329,PROD068,3,90.71
ITEM01002,ORD0329,PROD002,3,341.41
ITEM01003,ORD0329,PROD029,2,323.81
ITEM01004,ORD0330,PROD080,1,141.22
ITEM01005,ORD0330,PROD048,2,487.91
ITEM01006,ORD0330,PROD015,2,55.08
ITEM01007,ORD0331,PROD092,1,302.65
ITEM01008,ORD0331,PROD042,1,328.86
ITEM01009,ORD0332,PROD040,2,406.73
ITEM01010,ORD0332,PROD016,2,346.36
ITEM01011,ORD0332,PROD027,1,430.3
ITEM01012,ORD0332,PROD082,2,99.33
ITEM01013,ORD0333,PROD017,2,76.22
ITEM01014,ORD0333,PROD024,2,150.04
ITEM01015,ORD0334,PROD073,2,106.48
ITEM01016,ORD0334,PROD065,3,275.44
ITEM01017,ORD0334,PROD040,3,406.73
ITEM01018,ORD0334,PROD061,3,279.96
ITEM01019,ORD0334,PROD002,3,341.41
ITEM01020,ORD0335,PROD032,3,341.69
ITEM01021,ORD0336,PROD039,2,364.01
ITEM01022,ORD0336,PROD014,3,19.37
ITEM01023,ORD0336,PROD096,1,9.45
ITEM01024,ORD0337,PROD036,2,163.16
ITEM01025,ORD0337,PROD064,2,451.82
ITEM01026,ORD0337,PROD057,2,407.26
ITEM01027,ORD0337,PROD001,2,103.41
ITEM01028,ORD0337,PROD065,3,275.44
ITEM01029,ORD0338,PROD031,3,270.06
ITEM01030,ORD0338,PROD072,2,107.57
ITEM01031,ORD0338,PROD064,1,451.82
ITEM01032,ORD0338,PROD027,1,430.3
ITEM01033,ORD0339,PROD015,3,55.08
ITEM01034,ORD0339,PROD033,3,445.76
ITEM01035,ORD0340,PROD004,2,311.24
ITEM01036,ORD0340,PROD034,3,401.61
ITEM01037,ORD0340,PROD079,1,289.07
ITEM01038,ORD0340,PROD070,1,82.24
ITEM01039,ORD0340,PROD094,2,287.31
ITEM01040,ORD0341,PROD006,2,350.62
ITEM01041,ORD0341,PROD070,1,82.24
ITEM01042,ORD0341,PROD001,3,103.41
ITEM01043,ORD0342,PROD061,3,279.96
ITEM01044,ORD0342,PROD044,2,188.88
ITEM01045,ORD0342,PROD017,1,76.22
ITEM01046,ORD0342,PROD057,2,407.26
ITEM01047,ORD0342,PROD051,3,449.85
ITEM01048,ORD0343,PROD019,2,155.52
ITEM01049,ORD0343,PROD047,2,460.76
ITEM01050,ORD0343,PROD058,3,196.7
ITEM01051,ORD0343,PROD042,3,328.86
ITEM01052,ORD0344,PROD038,3,134.01
ITEM01053,ORD0344,PROD014,2,19.37
ITEM01054,ORD0345,PROD004,2,311.24
ITEM01055,ORD0345,PROD021,1,392.49
ITEM01056,ORD0345,PROD094,3,287.31
ITEM01057,ORD0346,PROD026,2,334.71
ITEM01058,ORD0346,PROD096,3,9.45
ITEM01059,ORD0347,PROD035,2,229.14
ITEM01060,ORD0347,PROD037,3,447.1
ITEM01061,ORD0347,PROD002,3,341.41
ITEM01062,ORD0348,PROD062,3,225.11
ITEM01063,ORD0348,PROD045,2,415.12
ITEM01064,ORD0349,PROD078,1,306
ITEM01065,ORD0350,PROD052,2,33.15
ITEM01066,ORD0350,PROD034,3,401.61
ITEM01067,ORD0351,PROD043,1,135.82
ITEM01068,ORD0351,PROD025,3,258.51
ITEM01069,ORD0351,PROD051,3,449.85
ITEM01070,ORD0352,PROD076,2,475.44
ITEM01071,ORD0352,PROD070,1,82.24
ITEM01072,ORD0353,PROD057,1,407.26
ITEM01073,ORD0354,PROD042,2,328.86
ITEM01074,ORD0354,PROD056,1,448.98
ITEM01075,ORD0355,PROD007,1,230.23
ITEM01076,ORD0355,PROD076,3,475.44
ITEM01077,ORD0355,PROD054,2,413.64
ITEM01078,ORD0356,PROD055,2,392.92
ITEM01079,ORD0356,PROD027,3,430.3
ITEM01080,ORD0356,PROD006,1,350.62
ITEM01081,ORD0356,PROD022,2,10.56
ITEM01082,ORD0357,PROD060,2,393
ITEM01083,ORD0357,PROD064,2,451.82
ITEM01084,ORD0357,PROD073,1,106.48
ITEM01085,ORD0357,PROD019,3,155.52
ITEM01086,ORD0358,PROD094,3,287.31
ITEM01087,ORD0359,PROD098,1,9.26
ITEM01088,ORD0360,PROD006,3,350.62
ITEM01089,ORD0360,PROD008,3,266.96
ITEM01090,ORD0361,PROD083,1,28.62
ITEM01091,ORD0361,PROD009,1,403.6
ITEM01092,ORD0361,PROD078,3,306
ITEM01093,ORD0361,PROD033,2,445.76
ITEM01094,ORD0361,PROD035,1,229.14
ITEM01095,ORD0362,PROD059,1,214.74
ITEM01096,ORD0362,PROD009,1,403.6
ITEM01097,ORD0362,PROD096,1,9.45
ITEM01098,ORD0362,PROD069,3,391.31
ITEM01099,ORD0363,PROD062,1,225.11
ITEM01100,ORD0363,PROD016,1,346.36
ITEM01101,ORD0363,PROD041,1,118.75
ITEM01102,ORD0363,PROD041,3,118.75
ITEM01103,ORD0364,PROD058,2,196.7
ITEM01104,ORD0364,PROD071,3,257.65
ITEM01105,ORD0365,PROD028,3,350.04
ITEM01106,ORD0365,PROD094,2,287.31
ITEM01107,ORD0366,PROD081,1,282.73
ITEM01108,ORD0366,PROD018,3,499.09
ITEM01109,ORD0366,PROD037,3,447.1
ITEM01110,ORD0367,PROD087,2,229.78
ITEM01111,ORD0367,PROD038,3,134.01
ITEM01112,ORD0367,PROD051,3,449.85
ITEM01113,ORD0367,PROD099,3,224.24
ITEM01114,ORD0368,PROD100,2,96.69
ITEM01115,ORD0368,PROD053,2,445.88
ITEM01116,ORD0368,PROD040,3,406.73
ITEM01117,ORD0369,PROD071,3,257.65
ITEM01118,ORD0370,PROD012,1,211.52
ITEM01119,ORD0370,PROD071,2,257.65
ITEM01120,ORD0371,PROD020,2,274.4
ITEM01121,ORD0371,PROD068,2,90.71
ITEM01122,ORD0371,PROD026,1,334.71
ITEM01123,ORD0372,PROD018,1,499.09
ITEM01124,ORD0372,PROD050,3,58.61
ITEM01125,ORD0372,PROD053,2,445.88
ITEM01126,ORD0373,PROD014,3,19.37
ITEM01127,ORD0373,PROD098,2,9.26
ITEM01128,ORD0373,PROD009,2,403.6
ITEM01129,ORD0373,PROD059,2,214.74
ITEM01130,ORD0373,PROD029,2,323.81
ITEM01131,ORD0374,PROD038,2,134.01
ITEM01132,ORD0374,PROD084,2,283.77
ITEM01133,ORD0374,PROD018,2,499.09
ITEM01134,ORD0374,PROD089,1,57.19
ITEM01135,ORD0374,PROD069,1,391.31
ITEM01136,ORD0375,PROD040,3,406.73
ITEM01137,ORD0375,PROD083,3,28.62
ITEM01138,ORD0375,PROD024,3,150.04
ITEM01139,ORD0375,PROD025,1,258.51
ITEM01140,ORD0375,PROD019,3,155.52
ITEM01141,ORD0376,PROD064,2,451.82
ITEM01142,ORD0376,PROD077,1,456.8
ITEM01143,ORD0376,PROD034,2,401.61
ITEM01144,ORD0376,PROD088,1,446.41
ITEM01145,ORD0377,PROD081,1,282.73
ITEM01146,ORD0377,PROD096,1,9.45
ITEM01147,ORD0378,PROD009,3,403.6
ITEM01148,ORD0379,PROD010,2,175.56
ITEM01149,ORD0380,PROD004,1,311.24
ITEM01150,ORD0380,PROD094,1,287.31
ITEM01151,ORD0380,PROD075,1,115.77
ITEM01152,ORD0380,PROD030,2,396.29
ITEM01153,ORD0380,PROD046,2,408.63
ITEM01154,ORD0381,PROD031,1,270.06
ITEM01155,ORD0381,PROD001,1,103.41
ITEM01156,ORD0381,PROD100,1,96.69
ITEM01157,ORD0381,PROD062,2,225.11
ITEM01158,ORD0382,PROD028,3,350.04
ITEM01159,ORD0382,PROD095,1,320.58
ITEM01160,ORD0382,PROD044,2,188.88
ITEM01161,ORD0382,PROD009,2,403.6
ITEM01162,ORD0383,PROD026,2,334.71
ITEM01163,ORD0383,PROD095,1,320.58
ITEM01164,ORD0383,PROD072,3,107.57
ITEM01165,ORD0383,PROD010,3,175.56
ITEM01166,ORD0383,PROD037,3,447.1
ITEM01167,ORD0384,PROD047,1,460.76
ITEM01168,ORD0384,PROD053,2,445.88
